child_id,parent_id,sequence,level,child_statement,priority,verification_id,parent_procedure_evidence,parent_procedure_acceptance,child_acceptance_criterion_candidate,required_result_fields,child_acceptance_binding,internal_atomicity_screen,status,evidence_uri,accountable_person,approver_person,decision,warning
MECH-004-A11,MECH-004,11,mechanical,The HR-V0 bench interface shall identify exact backing-part order codes before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall identify exact backing-part order codes before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A12,MECH-004,12,mechanical,The HR-V0 bench-interface analysis shall calculate anchor shear load.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate anchor shear load.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A13,MECH-004,13,mechanical,The HR-V0 bench-interface analysis shall calculate anchor tension load.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate anchor tension load.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A14,MECH-004,14,mechanical,The HR-V0 bench-interface analysis shall calculate overturning load.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate overturning load.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A15,MECH-004,15,mechanical,The HR-V0 bench-interface analysis shall calculate substrate bearing load.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate substrate bearing load.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A16,MECH-004,16,mechanical,The HR-V0 bench-interface analysis shall calculate substrate pull-through load.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate substrate pull-through load.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A17,MECH-004,17,mechanical,The HR-V0 bench-interface analysis shall calculate bench-support loads.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface analysis shall calculate bench-support loads.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A18,MECH-004,18,mechanical,The HR-V0 bench-interface installation shall use a controlled installation-torque requirement.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface installation shall use a controlled installation-torque requirement.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A19,MECH-004,19,mechanical,The HR-V0 bench-interface release shall define numerical proof criteria.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface release shall define numerical proof criteria.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A20,MECH-004,20,mechanical,The HR-V0 bench-interface installation shall carry controlled inspection marks.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench-interface installation shall carry controlled inspection marks.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A21,MECH-004,21,mechanical,The HR-V0 bench interface shall have a qualified mechanical disposition before release.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: The HR-V0 bench interface shall have a qualified mechanical disposition before release.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-004-A22,MECH-004,22,mechanical,Absent or changed MECH-004 site evidence shall inhibit assembly acceptance.,MUST,INSPECT-MECH-011,Completed bench-survey CSV calculation package controlled anchor drawing installation record raw proof trace photographs calibration records facility acceptance nonconformance disposition and signed qualified mechanical review,Survey identity substrate construction thickness access edge distances permissions hardware calculations installation torque marks proof load duration slip deflection damage and post-proof condition all satisfy the separately released values for the same bench and repository configuration,PASS only if executed INSPECT-MECH-011 configuration-bound evidence demonstrates: Absent or changed MECH-004 site evidence shall inhibit assembly acceptance.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
