child_id,parent_id,verification_id,procedure_revision,configuration_id,observed_value_or_state,acceptance_limit,result_PASS_or_FAIL,evidence_uri,executor,timestamp,reviewer,decision,warning
MECH-005-A19,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: Any superseded MECH-005 transform shall inhibit fabrication.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A20,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: Any superseded MECH-005 transform shall inhibit assembly.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A21,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: Any superseded MECH-005 transform shall inhibit energization.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A22,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: Any unresolved MECH-005 transform shall inhibit fabrication.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A23,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: Any unresolved MECH-005 transform shall inhibit assembly.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-005-A24,MECH-005,AUDIT-MECH-012,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-MECH-012 configuration-bound evidence demonstrates: Any unresolved MECH-005 transform shall inhibit energization.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A01,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: The released HR-V0 J2 commanded limit shall remain below the first validated self-collision angle.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A02,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: The independent J2 mechanical hard stop shall remain below the first validated self-collision angle.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A03,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: The documented J2 collision margin shall exceed worst-case control-delay travel.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A04,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: The documented J2 collision margin shall exceed worst-case stopping overtravel.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A05,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: The documented J2 collision margin shall exceed worst-case backlash contribution.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A06,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: The documented J2 collision margin shall exceed worst-case compliance contribution.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A07,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: The documented J2 collision margin shall exceed worst-case build-tolerance contribution.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A08,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: The documented J2 collision margin shall exceed worst-case measurement-uncertainty contribution.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A09,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: The combined MECH-006 margin shall remain positive in every permitted payload, speed and fault case.",NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A10,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: An unmeasured MECH-006 margin shall inhibit actuator connection.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A11,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: A nonpositive MECH-006 margin shall inhibit actuator connection.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A12,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: An unmeasured MECH-006 margin shall inhibit energization.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
MECH-006-A13,MECH-006,INSPECT-MECH-013,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-MECH-013 configuration-bound evidence demonstrates: A nonpositive MECH-006 margin shall inhibit energization.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-001-A01,PROD-001,INSPECT-PROD-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-PROD-001 configuration-bound evidence demonstrates: The HR-30 neutral-pose drawing height shall be 762 mm nominal.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-001-A02,PROD-001,INSPECT-PROD-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-PROD-001 configuration-bound evidence demonstrates: The measured height of every released HR-30 shell configuration shall remain from 740 mm through 800 mm.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-002-A01,PROD-002,TEST-MASS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-MASS-001 configuration-bound evidence demonstrates: The HR-30 tethered-mass design target shall be 8.0 kg.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-002-A02,PROD-002,TEST-MASS-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-MASS-001 configuration-bound evidence demonstrates: The measured HR-30 tethered mass shall not exceed 10.0 kg.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-005-A01,PROD-005,AUDIT-PROD-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,"PASS only if executed AUDIT-PROD-001 configuration-bound evidence demonstrates: The full-height robot shall remain restrained throughout HR-30B, HR-30C and HR-30D testing.",NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-005-A02,PROD-005,AUDIT-PROD-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-PROD-001 configuration-bound evidence demonstrates: The full-height robot shall operate untethered only after the HR-30W release gate is approved.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-006-A01,PROD-006,INSPECT-PROD-003,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-PROD-003 configuration-bound evidence demonstrates: Each external cover edge shall have a radius of at least 3 mm.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-006-A02,PROD-006,INSPECT-PROD-003,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-PROD-003 configuration-bound evidence demonstrates: External covers shall prevent normal access to powered pinch points.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-008-A01,PROD-008,TEST-ELEC-030,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-ELEC-030 configuration-bound evidence demonstrates: HR-30A actuator power shall be supplied through a tether at extra-low voltage.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-008-A02,PROD-008,TEST-ELEC-030,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-ELEC-030 configuration-bound evidence demonstrates: HR-30A shall contain no onboard battery.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-009-A01,PROD-009,TEST-UI-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-UI-001 configuration-bound evidence demonstrates: The actuator-power state shall be visibly distinguishable from at least 3 m.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-009-A02,PROD-009,TEST-UI-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-UI-001 configuration-bound evidence demonstrates: The machine-fault state shall be visibly distinguishable from at least 3 m.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-010-A01,PROD-010,TEST-PRIV-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-PRIV-001 configuration-bound evidence demonstrates: Any enabled camera-recording capability shall have a visible privacy indication.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-010-A02,PROD-010,TEST-PRIV-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed TEST-PRIV-001 configuration-bound evidence demonstrates: The privacy indication shall be driven by camera hardware power state rather than application software state.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-011-A01,PROD-011,AUDIT-PROD-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-PROD-002 configuration-bound evidence demonstrates: The released operating boundary shall identify the system as adult-operated experimental robotic machinery.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-011-A02,PROD-011,AUDIT-PROD-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-PROD-002 configuration-bound evidence demonstrates: The released operating boundary shall state that the system is not a toy.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-011-A03,PROD-011,AUDIT-PROD-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-PROD-002 configuration-bound evidence demonstrates: The released operating boundary shall state that the system is not approved for unsupervised consumer use.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
PROD-011-A04,PROD-011,AUDIT-PROD-002,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed AUDIT-PROD-002 configuration-bound evidence demonstrates: The released operating boundary shall state that legal classification remains unresolved until accepted applicability evidence exists.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A01,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: Each control-loss stop credited with reducing risk shall have a qualified ISO 12100 risk determination.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A02,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: Each control-loss stop credited with reducing risk shall have a separately validated ISO 13849-1:2023 or IEC 62061 integrity allocation.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A03,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: The ordinary HR-V0 heartbeat controller shall receive zero safety credit.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A04,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: HR-30 shall select a safety-rated control-loss architecture before motion release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A05,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: Any HR-V0 configuration whose fixed guard cannot contain assumed watchdog failure shall select a safety-rated control-loss architecture before motion release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A06,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: The ordinary HR-V0 heartbeat relays shall receive zero safety credit.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A07,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: The ordinary HR-V0 heartbeat drivers shall receive zero safety credit.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A08,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: The ordinary HR-V0 heartbeat firmware shall receive zero safety credit.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A09,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: The ordinary HR-V0 bus watchdog shall receive zero safety credit.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A10,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: HR-30 shall validate its selected safety-rated control-loss architecture before motion release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-003-A11,SAFE-003,ANALYSIS-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed ANALYSIS-SAFE-001 configuration-bound evidence demonstrates: Any HR-V0 configuration whose fixed guard cannot contain assumed watchdog failure shall validate its selected safety-rated control-loss architecture before motion release.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
SAFE-004-A01,SAFE-004,INSPECT-SAFE-001,SELECTION REQUIRED,SELECTION REQUIRED,NOT EXECUTED,PASS only if executed INSPECT-SAFE-001 configuration-bound evidence demonstrates: Fixed shielding shall be installed before any powered HR-V0 fixture test.,NOT EXECUTED,NOT EXECUTED,SELECTION REQUIRED,NOT EXECUTED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
